gameweek,kickoff_date,fixture_id,completed,team,opponent,home,team_xG,team_xGA,proj_score,opponent_proj_score,avg_team_xG,avg_team_xGA
26.0,2022-02-19,251,1,Brentford,Arsenal,0,0.65,1.67,0.71,1.84,1.146,1.146
26.0,2022-02-19,252,1,Aston Villa,Watford,1,1.15,1.81,1.66,0.95,1.136,1.136
26.0,2022-02-19,252,1,Watford,Aston Villa,0,1.81,1.15,0.95,1.66,0.959,0.959
26.0,2022-02-19,253,1,Brighton,Burnley,1,0.6,0.74,1.48,0.84,1.382,1.382
26.0,2022-02-19,253,1,Burnley,Brighton,0,0.74,0.6,0.84,1.48,0.92,0.92
26.0,2022-02-19,254,1,Chelsea,Crystal Palace,0,1.19,0.63,1.78,0.95,1.347,1.347
26.0,2022-02-19,254,1,Crystal Palace,Chelsea,1,0.63,1.19,0.95,1.78,1.292,1.292
26.0,2022-02-20,255,1,Leeds,Man Utd,1,1.53,2.42,1.33,1.8,1.348,1.348
26.0,2022-02-20,255,1,Man Utd,Leeds,0,2.42,1.53,1.8,1.33,1.976,1.976
26.0,2022-02-19,256,1,Liverpool,Norwich,1,3.67,0.54,2.94,0.4,2.563,2.563
26.0,2022-02-19,256,1,Norwich,Liverpool,0,0.54,3.67,0.4,2.94,0.675,0.675
26.0,2022-02-19,257,1,Man City,Spurs,1,2.54,2.23,2.46,0.79,2.671,2.671
26.0,2022-02-19,257,1,Spurs,Man City,0,2.23,2.54,0.79,2.46,2.111,2.111
26.0,2022-02-19,258,1,Everton,Southampton,0,0.27,2.44,1.28,1.54,1.339,1.339
26.0,2022-02-19,258,1,Southampton,Everton,1,2.44,0.27,1.54,1.28,1.168,1.168
26.0,2022-02-19,259,1,Newcastle,West Ham,0,1.19,0.89,1.0,1.72,1.148,1.148
26.0,2022-02-19,259,1,West Ham,Newcastle,1,0.89,1.19,1.72,1.0,1.369,1.369
26.0,2022-02-20,260,1,Leicester,Wolves,0,1.3,0.58,1.16,1.44,1.424,1.424
26.0,2022-02-20,260,1,Wolves,Leicester,1,0.58,1.3,1.44,1.16,1.023,1.023
29.0,2022-03-16,261,1,Arsenal,Liverpool,1,0.57,1.24,1.15,1.93,2.054,2.054
29.0,2022-03-16,261,1,Liverpool,Arsenal,0,1.24,0.57,1.93,1.15,2.981,2.981
27.0,2022-02-26,262,1,Brentford,Newcastle,1,0.57,2.33,1.4,1.07,1.047,1.047
27.0,2022-02-26,262,1,Newcastle,Brentford,0,2.33,0.57,1.07,1.4,1.156,1.156
27.0,2022-02-26,263,1,Aston Villa,Brighton,0,1.37,0.8,1.02,1.39,1.139,1.139
27.0,2022-02-26,263,1,Brighton,Aston Villa,1,0.8,1.37,1.39,1.02,1.226,1.226
37.0,2022-05-19,264,0,Chelsea,Leicester,1,,,2.18,0.8,1.936,1.936
37.0,2022-05-19,264,0,Leicester,Chelsea,0,,,0.8,2.18,0.79,0.79
27.0,2022-02-26,265,1,Burnley,Crystal Palace,0,0.22,0.99,1.03,1.36,1.021,1.021
27.0,2022-02-26,265,1,Crystal Palace,Burnley,1,0.99,0.22,1.36,1.03,1.099,1.099
27.0,2022-02-26,266,1,Everton,Man City,1,0.67,1.96,0.75,2.66,1.125,1.125
27.0,2022-02-26,266,1,Man City,Everton,0,1.96,0.67,2.66,0.75,2.645,2.645
27.0,2022-02-26,267,1,Leeds,Spurs,1,1.8,2.79,1.4,1.86,1.135,1.135
27.0,2022-02-26,267,1,Spurs,Leeds,0,2.79,1.8,1.86,1.4,1.868,1.868
27.0,2022-02-26,268,1,Man Utd,Watford,1,2.53,0.53,2.04,0.84,2.065,2.065
27.0,2022-02-26,268,1,Watford,Man Utd,0,0.53,2.53,0.84,2.04,1.254,1.254
27.0,2022-02-25,269,1,Norwich,Southampton,0,0.44,2.97,0.86,1.7,0.648,0.648
27.0,2022-02-25,269,1,Southampton,Norwich,1,2.97,0.44,1.7,0.86,1.423,1.423
27.0,2022-02-27,270,1,West Ham,Wolves,1,1.53,1.06,1.31,1.0,1.273,1.273
27.0,2022-02-27,270,1,Wolves,West Ham,0,1.06,1.53,1.0,1.31,0.945,0.945
28.0,2022-03-05,271,1,Aston Villa,Southampton,1,2.59,1.39,1.47,1.21,1.185,1.185
28.0,2022-03-05,271,1,Southampton,Aston Villa,0,1.39,2.59,1.21,1.47,1.732,1.732
28.0,2022-03-05,272,1,Burnley,Chelsea,1,0.83,1.92,0.82,1.67,0.951,0.951
28.0,2022-03-05,272,1,Chelsea,Burnley,0,1.92,0.83,1.67,0.82,1.315,1.315
28.0,2022-03-05,273,1,Leeds,Leicester,0,1.91,0.32,1.48,1.99,1.268,1.268
28.0,2022-03-05,273,1,Leicester,Leeds,1,0.32,1.91,1.99,1.48,1.456,1.456
28.0,2022-03-05,274,1,Liverpool,West Ham,1,2.43,1.54,2.58,0.76,3.269,3.269
28.0,2022-03-05,274,1,West Ham,Liverpool,0,1.54,2.43,0.76,2.58,1.324,1.324
28.0,2022-03-06,275,1,Man City,Man Utd,1,3.42,0.48,2.36,0.83,2.508,2.508
28.0,2022-03-06,275,1,Man Utd,Man City,0,0.48,3.42,0.83,2.36,2.158,2.158
28.0,2022-03-05,276,1,Brighton,Newcastle,0,1.74,1.91,1.19,1.17,1.141,1.141
28.0,2022-03-05,276,1,Newcastle,Brighton,1,1.91,1.74,1.17,1.19,1.391,1.391
28.0,2022-03-05,277,1,Brentford,Norwich,0,2.24,0.93,1.36,1.03,0.951,0.951
28.0,2022-03-05,277,1,Norwich,Brentford,1,0.93,2.24,1.03,1.36,0.606,0.606
28.0,2022-03-07,278,1,Everton,Spurs,0,0.27,3.11,1.04,1.93,1.034,1.034
28.0,2022-03-07,278,1,Spurs,Everton,1,3.11,0.27,1.93,1.04,2.052,2.052
28.0,2022-03-06,279,1,Arsenal,Watford,0,0.93,1.45,1.84,0.85,1.998,1.998
28.0,2022-03-06,279,1,Watford,Arsenal,1,1.45,0.93,0.85,1.84,1.109,1.109
28.0,2022-03-05,280,1,Crystal Palace,Wolves,0,2.37,0.82,0.93,1.21,1.078,1.078
28.0,2022-03-05,280,1,Wolves,Crystal Palace,1,0.82,2.37,1.21,0.93,0.968,0.968
29.0,2022-03-13,281,1,Arsenal,Leicester,1,3.13,0.52,2.08,1.0,1.785,1.785
29.0,2022-03-13,281,1,Leicester,Arsenal,0,0.52,3.13,1.0,2.08,1.228,1.228
29.0,2022-03-12,282,1,Brentford,Burnley,1,1.83,0.77,1.28,1.05,1.209,1.209
29.0,2022-03-12,282,1,Burnley,Brentford,0,0.77,1.83,1.05,1.28,0.927,0.927
29.0,2022-03-12,283,1,Brighton,Liverpool,1,0.69,2.5,0.84,2.13,1.26,1.26
29.0,2022-03-12,283,1,Liverpool,Brighton,0,2.5,0.69,2.13,0.84,3.102,3.102
29.0,2022-03-13,284,1,Chelsea,Newcastle,1,1.15,0.27,2.14,0.62,1.555,1.555
29.0,2022-03-13,284,1,Newcastle,Chelsea,0,0.27,1.15,0.62,2.14,1.378,1.378
29.0,2022-03-14,285,1,Crystal Palace,Man City,1,0.45,2.33,0.71,2.35,1.336,1.336
29.0,2022-03-14,285,1,Man City,Crystal Palace,0,2.33,0.45,2.35,0.71,2.69,2.69
29.0,2022-03-13,286,1,Everton,Wolves,1,0.47,0.75,1.21,1.1,0.881,0.881
29.0,2022-03-13,286,1,Wolves,Everton,0,0.75,0.47,1.1,1.21,1.025,1.025
29.0,2022-03-13,287,1,Leeds,Norwich,1,2.91,1.51,1.78,0.92,1.159,1.159
29.0,2022-03-13,287,1,Norwich,Leeds,0,1.51,2.91,0.92,1.78,0.737,0.737
29.0,2022-03-12,288,1,Man Utd,Spurs,1,1.18,1.85,1.58,1.54,1.822,1.822
29.0,2022-03-12,288,1,Spurs,Man Utd,0,1.85,1.18,1.54,1.58,2.264,2.264
29.0,2022-03-13,289,1,Southampton,Watford,1,1.41,1.34,1.71,1.06,1.711,1.711
29.0,2022-03-13,289,1,Watford,Southampton,0,1.34,1.41,1.06,1.71,1.054,1.054
29.0,2022-03-13,290,1,Aston Villa,West Ham,0,1.33,1.51,1.24,1.41,1.429,1.429
29.0,2022-03-13,290,1,West Ham,Aston Villa,1,1.51,1.33,1.41,1.24,1.368,1.368
30.0,2022-03-19,291,1,Arsenal,Aston Villa,0,1.14,0.35,1.47,1.13,1.757,1.757
30.0,2022-03-19,291,1,Aston Villa,Arsenal,1,0.35,1.14,1.13,1.47,1.409,1.409
33.0,2022-04-21,292,1,Burnley,Southampton,1,2.24,1.45,1.43,1.2,1.266,1.266
33.0,2022-04-21,292,1,Southampton,Burnley,0,1.45,2.24,1.2,1.43,1.357,1.357
30.0,2022-03-20,293,1,Brentford,Leicester,0,1.74,1.23,1.26,1.63,1.333,1.333
30.0,2022-03-20,293,1,Leicester,Brentford,1,1.23,1.74,1.63,1.26,1.087,1.087
33.0,2022-04-19,294,1,Liverpool,Man Utd,1,2.28,0.12,2.53,0.78,2.313,2.313
33.0,2022-04-19,294,1,Man Utd,Liverpool,0,0.12,2.28,0.78,2.53,1.497,1.497
33.0,2022-04-20,295,1,Brighton,Man City,0,0.14,1.66,0.38,2.21,1.188,1.188
33.0,2022-04-20,295,1,Man City,Brighton,1,1.66,0.14,2.21,0.38,2.229,2.229
33.0,2022-04-20,296,1,Crystal Palace,Newcastle,0,0.56,0.79,1.24,1.2,1.335,1.335
33.0,2022-04-20,296,1,Newcastle,Crystal Palace,1,0.79,0.56,1.2,1.24,1.449,1.449
28.0,2022-03-10,297,1,Chelsea,Norwich,0,2.03,1.0,2.21,0.63,1.436,1.436
28.0,2022-03-10,297,1,Norwich,Chelsea,1,1.0,2.03,0.63,2.21,0.671,0.671
30.0,2022-03-20,298,1,Spurs,West Ham,1,3.11,0.62,1.85,1.17,2.129,2.129
30.0,2022-03-20,298,1,West Ham,Spurs,0,0.62,3.11,1.17,1.85,1.396,1.396
36.0,2022-05-11,299,0,Everton,Watford,0,,,1.27,1.27,1.002,1.002
36.0,2022-05-11,299,0,Watford,Everton,1,,,1.27,1.27,1.055,1.055
30.0,2022-03-18,300,1,Leeds,Wolves,0,2.98,1.2,1.04,1.44,1.509,1.509
30.0,2022-03-18,300,1,Wolves,Leeds,1,1.2,2.98,1.44,1.04,0.97,0.97
31.0,2022-04-02,301,1,Brighton,Norwich,1,2.52,0.63,1.75,0.68,1.165,1.165
31.0,2022-04-02,301,1,Norwich,Brighton,0,0.63,2.52,0.68,1.75,0.892,0.892
31.0,2022-04-02,302,1,Burnley,Man City,1,0.1,1.67,0.59,2.37,0.895,0.895
31.0,2022-04-02,302,1,Man City,Burnley,0,1.67,0.1,2.37,0.59,2.618,2.618
31.0,2022-04-02,303,1,Brentford,Chelsea,0,2.43,1.57,0.67,1.99,1.415,1.415
31.0,2022-04-02,303,1,Chelsea,Brentford,1,1.57,2.43,1.99,0.67,1.474,1.474
31.0,2022-04-04,304,1,Arsenal,Crystal Palace,0,1.26,1.57,1.5,0.97,1.634,1.634
31.0,2022-04-04,304,1,Crystal Palace,Arsenal,1,1.57,1.26,0.97,1.5,1.159,1.159
31.0,2022-04-02,305,1,Leeds,Southampton,1,1.51,1.75,1.64,1.5,1.804,1.804
31.0,2022-04-02,305,1,Southampton,Leeds,0,1.75,1.51,1.5,1.64,1.651,1.651
31.0,2022-04-02,306,1,Liverpool,Watford,1,2.19,0.71,2.96,0.45,2.633,2.633
31.0,2022-04-02,306,1,Watford,Liverpool,0,0.71,2.19,0.45,2.96,1.111,1.111
31.0,2022-04-02,307,1,Leicester,Man Utd,0,1.18,1.07,1.18,2.0,1.115,1.115
31.0,2022-04-02,307,1,Man Utd,Leicester,1,1.07,1.18,2.0,1.18,1.694,1.694
31.0,2022-04-03,308,1,Newcastle,Spurs,0,0.61,3.79,0.84,2.04,1.093,1.093
31.0,2022-04-03,308,1,Spurs,Newcastle,1,3.79,0.61,2.04,0.84,2.325,2.325
31.0,2022-04-03,309,1,Everton,West Ham,0,0.78,1.61,1.04,1.62,0.803,0.803
31.0,2022-04-03,309,1,West Ham,Everton,1,1.61,0.78,1.62,1.04,1.241,1.241
31.0,2022-04-02,310,1,Aston Villa,Wolves,0,1.89,1.75,1.12,1.12,1.197,1.197
31.0,2022-04-02,310,1,Wolves,Aston Villa,1,1.75,1.89,1.12,1.12,1.016,1.016
32.0,2022-04-09,311,1,Arsenal,Brighton,1,2.65,0.68,1.63,0.73,1.559,1.559
32.0,2022-04-09,311,1,Brighton,Arsenal,0,0.68,2.65,0.73,1.63,1.436,1.436
32.0,2022-04-09,312,1,Aston Villa,Spurs,1,1.67,1.17,1.26,1.74,1.336,1.336
32.0,2022-04-09,312,1,Spurs,Aston Villa,0,1.17,1.67,1.74,1.26,2.618,2.618
32.0,2022-04-10,313,1,Brentford,West Ham,1,1.82,0.27,1.42,1.32,1.618,1.618
32.0,2022-04-10,313,1,West Ham,Brentford,0,0.27,1.82,1.32,1.42,1.315,1.315
32.0,2022-04-09,314,1,Everton,Man Utd,1,0.38,0.82,1.25,1.6,1.109,1.109
32.0,2022-04-09,314,1,Man Utd,Everton,0,0.82,0.38,1.6,1.25,1.569,1.569
32.0,2022-04-10,315,1,Crystal Palace,Leicester,0,1.71,0.66,1.37,1.4,1.241,1.241
32.0,2022-04-10,315,1,Leicester,Crystal Palace,1,0.66,1.71,1.4,1.37,1.128,1.128
32.0,2022-04-10,316,1,Liverpool,Man City,0,1.39,1.43,1.31,1.62,2.544,2.544
32.0,2022-04-10,316,1,Man City,Liverpool,1,1.43,1.39,1.62,1.31,2.429,2.429
32.0,2022-04-08,317,1,Newcastle,Wolves,1,1.52,0.27,1.17,1.1,0.996,0.996
32.0,2022-04-08,317,1,Wolves,Newcastle,0,0.27,1.52,1.1,1.17,1.163,1.163
32.0,2022-04-10,318,1,Burnley,Norwich,0,1.5,1.65,1.37,0.95,1.013,1.013
32.0,2022-04-10,318,1,Norwich,Burnley,1,1.65,1.5,0.95,1.37,0.839,0.839
32.0,2022-04-09,319,1,Chelsea,Southampton,0,4.25,0.6,1.8,1.08,1.493,1.493
32.0,2022-04-09,319,1,Southampton,Chelsea,1,0.6,4.25,1.08,1.8,1.671,1.671
32.0,2022-04-09,320,1,Leeds,Watford,0,0.86,1.07,1.51,1.42,1.745,1.745
32.0,2022-04-09,320,1,Watford,Leeds,1,1.07,0.86,1.42,1.51,1.031,1.031
36.0,2022-05-10,321,0,Aston Villa,Liverpool,1,,,0.97,2.01,1.242,1.242
36.0,2022-05-10,321,0,Liverpool,Aston Villa,0,,,2.01,0.97,2.207,2.207
37.0,2022-05-19,322,0,Crystal Palace,Everton,0,,,1.32,1.11,1.18,1.18
37.0,2022-05-19,322,0,Everton,Crystal Palace,1,,,1.11,1.32,1.002,1.002
36.0,2022-05-11,323,0,Chelsea,Leeds,0,,,2.21,1.04,1.936,1.936
36.0,2022-05-11,323,0,Leeds,Chelsea,1,,,1.04,2.21,1.568,1.568
33.0,2022-04-16,324,1,Man Utd,Norwich,1,1.81,1.63,2.09,0.7,1.419,1.419
33.0,2022-04-16,324,1,Norwich,Man Utd,0,1.63,1.81,0.7,2.09,1.001,1.001
33.0,2022-04-17,325,1,Leicester,Newcastle,0,0.58,2.84,1.35,1.37,1.035,1.035
33.0,2022-04-17,325,1,Newcastle,Leicester,1,2.84,0.58,1.37,1.35,1.101,1.101
33.0,2022-04-16,326,1,Arsenal,Southampton,0,1.73,0.96,1.83,1.02,1.777,1.777
33.0,2022-04-16,326,1,Southampton,Arsenal,1,0.96,1.73,1.02,1.83,1.456,1.456
33.0,2022-04-16,327,1,Brighton,Spurs,0,0.8,0.79,0.91,1.92,1.285,1.285
33.0,2022-04-16,327,1,Spurs,Brighton,1,0.79,0.8,1.92,0.91,2.328,2.328
33.0,2022-04-16,328,1,Brentford,Watford,0,2.15,1.93,1.47,1.16,1.658,1.658
33.0,2022-04-16,328,1,Watford,Brentford,1,1.93,2.15,1.16,1.47,1.039,1.039
33.0,2022-04-17,329,1,Burnley,West Ham,0,1.89,2.77,1.02,1.5,1.11,1.11
33.0,2022-04-17,329,1,West Ham,Burnley,1,2.77,1.89,1.5,1.02,1.106,1.106
,,330,0,Man City,Wolves,0,,,2.11,0.5,,
,,330,0,Wolves,Man City,1,,,0.5,2.11,,
34.0,2022-04-23,331,1,Arsenal,Man Utd,1,2.35,2.38,1.8,0.97,1.778,1.778
34.0,2022-04-23,331,1,Man Utd,Arsenal,0,2.38,2.35,0.97,1.8,1.222,1.222
34.0,2022-04-23,332,1,Brentford,Spurs,1,1.37,0.67,1.23,1.85,1.757,1.757
34.0,2022-04-23,332,1,Spurs,Brentford,0,0.67,1.37,1.85,1.23,2.021,2.021
34.0,2022-04-24,333,1,Brighton,Southampton,1,1.48,0.85,1.44,1.09,0.978,0.978
34.0,2022-04-24,333,1,Southampton,Brighton,0,0.85,1.48,1.09,1.44,1.376,1.376
34.0,2022-04-24,334,1,Burnley,Wolves,1,1.28,0.58,1.18,0.98,1.461,1.461
34.0,2022-04-24,334,1,Wolves,Burnley,0,0.58,1.28,0.98,1.18,0.984,0.984
34.0,2022-04-24,335,1,Chelsea,West Ham,1,2.6,0.39,2.06,0.91,1.77,1.77
34.0,2022-04-24,335,1,West Ham,Chelsea,0,0.39,2.6,0.91,2.06,1.439,1.439
34.0,2022-04-25,336,0,Crystal Palace,Leeds,1,,,1.64,1.16,1.18,1.18
34.0,2022-04-25,336,0,Leeds,Crystal Palace,0,,,1.16,1.64,1.568,1.568
34.0,2022-04-23,337,1,Aston Villa,Leicester,0,0.6,0.28,1.44,1.4,1.403,1.403
34.0,2022-04-23,337,1,Leicester,Aston Villa,1,0.28,0.6,1.4,1.44,0.917,0.917
34.0,2022-04-24,338,1,Everton,Liverpool,0,0.43,1.81,0.5,2.86,1.144,1.144
34.0,2022-04-24,338,1,Liverpool,Everton,1,1.81,0.43,2.86,0.5,2.307,2.307
34.0,2022-04-23,339,1,Man City,Watford,1,3.25,0.41,2.91,0.22,2.115,2.115
34.0,2022-04-23,339,1,Watford,Man City,0,0.41,3.25,0.22,2.91,1.217,1.217
34.0,2022-04-23,340,1,Newcastle,Norwich,0,1.62,0.58,1.43,1.1,1.317,1.317
34.0,2022-04-23,340,1,Norwich,Newcastle,1,0.58,1.62,1.1,1.43,1.127,1.127
35.0,2022-04-30,341,0,Aston Villa,Norwich,1,,,1.91,0.75,1.242,1.242
35.0,2022-04-30,341,0,Norwich,Aston Villa,0,,,0.75,1.91,1.018,1.018
35.0,2022-05-01,342,0,Chelsea,Everton,0,,,1.85,1.02,1.936,1.936
35.0,2022-05-01,342,0,Everton,Chelsea,1,,,1.02,1.85,1.002,1.002
35.0,2022-04-30,343,0,Leeds,Man City,1,,,0.71,2.72,1.568,1.568
35.0,2022-04-30,343,0,Man City,Leeds,0,,,2.72,0.71,2.342,2.342
35.0,2022-05-02,344,0,Brentford,Man Utd,0,,,1.28,1.57,1.679,1.679
35.0,2022-05-02,344,0,Man Utd,Brentford,1,,,1.57,1.28,1.454,1.454
35.0,2022-04-30,345,0,Liverpool,Newcastle,0,,,2.39,0.64,2.207,2.207
35.0,2022-04-30,345,0,Newcastle,Liverpool,1,,,0.64,2.39,1.378,1.378
35.0,2022-04-30,346,0,Crystal Palace,Southampton,0,,,1.37,1.31,1.18,1.18
35.0,2022-04-30,346,0,Southampton,Crystal Palace,1,,,1.31,1.37,1.271,1.271
35.0,2022-05-01,347,0,Leicester,Spurs,0,,,0.93,2.11,0.79,0.79
35.0,2022-05-01,347,0,Spurs,Leicester,1,,,2.11,0.93,1.751,1.751
35.0,2022-04-30,348,0,Burnley,Watford,0,,,1.31,1.15,1.425,1.425
35.0,2022-04-30,348,0,Watford,Burnley,1,,,1.15,1.31,1.055,1.055
35.0,2022-05-01,349,0,Arsenal,West Ham,0,,,1.69,1.06,1.892,1.892
35.0,2022-05-01,349,0,West Ham,Arsenal,1,,,1.06,1.69,1.229,1.229
35.0,2022-04-30,350,0,Brighton,Wolves,0,,,1.02,1.04,1.079,1.079
35.0,2022-04-30,350,0,Wolves,Brighton,1,,,1.04,1.02,0.903,0.903
36.0,2022-05-08,351,0,Arsenal,Leeds,1,,,2.11,0.95,1.892,1.892
36.0,2022-05-08,351,0,Leeds,Arsenal,0,,,0.95,2.11,1.568,1.568
36.0,2022-05-07,352,0,Brentford,Southampton,1,,,1.7,1.16,1.679,1.679
36.0,2022-05-07,352,0,Southampton,Brentford,0,,,1.16,1.7,1.271,1.271
36.0,2022-05-07,353,0,Brighton,Man Utd,1,,,1.33,1.23,1.079,1.079
36.0,2022-05-07,353,0,Man Utd,Brighton,0,,,1.23,1.33,1.454,1.454
36.0,2022-05-07,354,0,Aston Villa,Burnley,0,,,1.39,1.04,1.242,1.242
36.0,2022-05-07,354,0,Burnley,Aston Villa,1,,,1.04,1.39,1.425,1.425
36.0,2022-05-07,355,0,Chelsea,Wolves,1,,,1.84,0.65,1.936,1.936
36.0,2022-05-07,355,0,Wolves,Chelsea,0,,,0.65,1.84,0.903,0.903
36.0,2022-05-07,356,0,Crystal Palace,Watford,1,,,1.7,0.83,1.18,1.18
36.0,2022-05-07,356,0,Watford,Crystal Palace,0,,,0.83,1.7,1.055,1.055
36.0,2022-05-08,357,0,Everton,Leicester,0,,,1.07,1.58,1.002,1.002
36.0,2022-05-08,357,0,Leicester,Everton,1,,,1.58,1.07,0.79,0.79
36.0,2022-05-07,358,0,Liverpool,Spurs,1,,,2.31,0.99,2.207,2.207
36.0,2022-05-07,358,0,Spurs,Liverpool,0,,,0.99,2.31,1.751,1.751
36.0,2022-05-08,359,0,Man City,Newcastle,1,,,2.3,0.52,2.342,2.342
36.0,2022-05-08,359,0,Newcastle,Man City,0,,,0.52,2.3,1.378,1.378
36.0,2022-05-08,360,0,Norwich,West Ham,1,,,1.06,1.7,1.018,1.018
36.0,2022-05-08,360,0,West Ham,Norwich,0,,,1.7,1.06,1.229,1.229
37.0,2022-05-15,361,0,Aston Villa,Crystal Palace,1,,,1.37,1.02,1.242,1.242
37.0,2022-05-15,361,0,Crystal Palace,Aston Villa,0,,,1.02,1.37,1.18,1.18
37.0,2022-05-15,362,0,Brentford,Everton,0,,,1.4,1.2,1.679,1.679
37.0,2022-05-15,362,0,Everton,Brentford,1,,,1.2,1.4,1.002,1.002
37.0,2022-05-15,363,0,Brighton,Leeds,0,,,1.45,1.24,1.079,1.079
37.0,2022-05-15,363,0,Leeds,Brighton,1,,,1.24,1.45,1.568,1.568
34.0,2022-04-28,364,0,Chelsea,Man Utd,0,,,1.68,1.29,1.936,1.936
34.0,2022-04-28,364,0,Man Utd,Chelsea,1,,,1.29,1.68,1.454,1.454
37.0,2022-05-16,365,0,Arsenal,Newcastle,0,,,1.47,1.07,1.892,1.892
37.0,2022-05-16,365,0,Newcastle,Arsenal,1,,,1.07,1.47,1.378,1.378
,,366,0,Liverpool,Southampton,0,,,2.61,0.9,,
,,366,0,Southampton,Liverpool,1,,,0.9,2.61,,
37.0,2022-05-15,367,0,Burnley,Spurs,0,,,0.84,1.98,1.425,1.425
37.0,2022-05-15,367,0,Spurs,Burnley,1,,,1.98,0.84,1.751,1.751
37.0,2022-05-15,368,0,Leicester,Watford,0,,,1.5,1.25,0.79,0.79
37.0,2022-05-15,368,0,Watford,Leicester,1,,,1.25,1.5,1.055,1.055
37.0,2022-05-15,369,0,Man City,West Ham,0,,,2.13,0.87,2.342,2.342
37.0,2022-05-15,369,0,West Ham,Man City,1,,,0.87,2.13,1.229,1.229
37.0,2022-05-15,370,0,Norwich,Wolves,0,,,0.72,1.61,1.018,1.018
37.0,2022-05-15,370,0,Wolves,Norwich,1,,,1.61,0.72,0.903,0.903
38.0,2022-05-22,371,0,Arsenal,Everton,1,,,1.92,0.77,1.892,1.892
38.0,2022-05-22,371,0,Everton,Arsenal,0,,,0.77,1.92,1.002,1.002
38.0,2022-05-22,372,0,Brentford,Leeds,1,,,1.8,1.18,1.679,1.679
38.0,2022-05-22,372,0,Leeds,Brentford,0,,,1.18,1.8,1.568,1.568
38.0,2022-05-22,373,0,Brighton,West Ham,1,,,1.38,1.05,1.079,1.079
38.0,2022-05-22,373,0,West Ham,Brighton,0,,,1.05,1.38,1.229,1.229
38.0,2022-05-22,374,0,Burnley,Newcastle,1,,,1.14,1.18,1.425,1.425
38.0,2022-05-22,374,0,Newcastle,Burnley,0,,,1.18,1.14,1.378,1.378
38.0,2022-05-22,375,0,Chelsea,Watford,1,,,2.42,0.61,1.936,1.936
38.0,2022-05-22,375,0,Watford,Chelsea,0,,,0.61,2.42,1.055,1.055
38.0,2022-05-22,376,0,Crystal Palace,Man Utd,1,,,1.36,1.31,1.18,1.18
38.0,2022-05-22,376,0,Man Utd,Crystal Palace,0,,,1.31,1.36,1.454,1.454
38.0,2022-05-22,377,0,Leicester,Southampton,1,,,1.65,1.27,0.79,0.79
38.0,2022-05-22,377,0,Southampton,Leicester,0,,,1.27,1.65,1.271,1.271
38.0,2022-05-22,378,0,Liverpool,Wolves,1,,,2.27,0.54,2.207,2.207
38.0,2022-05-22,378,0,Wolves,Liverpool,0,,,0.54,2.27,0.903,0.903
38.0,2022-05-22,379,0,Aston Villa,Man City,0,,,0.65,2.12,1.242,1.242
38.0,2022-05-22,379,0,Man City,Aston Villa,1,,,2.12,0.65,2.342,2.342
38.0,2022-05-22,380,0,Norwich,Spurs,1,,,0.97,2.16,1.018,1.018
38.0,2022-05-22,380,0,Spurs,Norwich,0,,,2.16,0.97,1.751,1.751
